x1,x2
0.0,0.0759426714134223
0.16326530612244897,1.0556447388953485
0.18367346938775508,1.2001156782240463
0.2040816326530612,1.3570211294181795
0.22448979591836732,1.5283449140878127
0.2857142857142857,2.088385041310883
0.3061224489795918,2.256735487978375
0.32653061224489793,2.4028323667669715
0.3469387755102041,2.528076589544866
0.5102040816326531,3.2789347999525056
0.5306122448979591,3.34666117966866
0.5510204081632653,3.3911800569730386
0.5714285714285714,3.404482010625013
0.5918367346938775,3.383806856044407
0.6122448979591836,3.3337230772746818
0.7959183673469387,2.6621156271804662
0.9795918367346939,2.06006508524595
1.0,1.9934610590503496
