x1,x2
0.0,0.0
0.02040816326530612,0.017203004008106284
0.04081632653061224,0.0352873181890917
0.06122448979591836,0.054239538895160026
0.08163265306122448,0.07403142453249038
0.10204081632653059,0.09461873539074761
0.12244897959183672,0.11594034607458062
0.14285714285714285,0.13791768779941008
0.16326530612244897,0.16046682470259765
0.18367346938775508,0.18344969407447437
0.20408163265306117,0.2067667067205959
0.22448979591836732,0.23025378906338864
0.24489795918367344,0.2537759460248058
0.26530612244897955,0.2771620164192834
0.2857142857142857,0.3002501430529316
0.30612244897959184,0.3228723791278206
0.32653061224489793,0.3448518818846388
0.34693877551020413,0.36604324588378484
0.36734693877551017,0.3862933611800842
0.38775510204081626,0.40548197436334943
0.40816326530612235,0.4235070681066103
0.42857142857142855,0.4402945873246162
0.44897959183673464,0.4558140228684607
0.4693877551020408,0.47006299086370606
0.48979591836734687,0.48310035262165424
0.5102040816326532,0.4950359015281149
0.5306122448979591,0.5060071836174962
0.5510204081632653,0.5162598046323916
0.5714285714285714,0.526067776595222
0.5918367346938777,0.5357879597646589
0.6122448979591837,0.5458525862319884
0.6326530612244897,0.556748919355761
0.6530612244897959,0.5690535015325962
0.6734693877551019,0.5834475583340583
0.6938775510204083,0.6006523930082538
0.7142857142857142,0.6214992920262293
0.7346938775510203,0.6469135108489966
0.7551020408163265,0.6778859656416902
0.7755102040816325,0.7155368843208395
0.7959183673469388,0.7610693555343603
0.8163265306122447,0.815778272930627
0.8367346938775511,0.881108626365056
0.8571428571428571,0.9586039223060547
0.8775510204081632,1.049910185008168
0.8979591836734693,1.1568600709927435
0.9183673469387756,1.2813736828218818
0.9387755102040816,1.4255926549185638
0.9591836734693878,1.591769650707097
0.9795918367346937,1.7823481944817068
1.0,2.0
